2401037440,20044;2401031552,20072;2401035776,20202;2401030144,20396;2401036672,20457;2401032704,20821;2401031040,21017;2401039232,21211;2401035520,21352;2401033728,21391;2401039104,21421;2401033088,21474;2401039744,21767;2401031808,21907;2401034752,22058;2401030784,22200;2401034240,22222;2401030912,22300;2401033472,22466;2401030400,22493;2401037568,22931;2401030272,22937;2401036928,22963;2401032192,23133;2401033344,23139;2401034880,23219;2401034368,23362;2401038208,23470;2401031680,23643;2401032320,23688;2401031296,23976;2401030528,24033;2401032832,24087;2401034112,24092;2401038976,24154;2401037696,24198;2401036288,24302;2401033984,24414;2401035008,24465;2401036544,24732;2401036032,25127;2401034496,25185;2401039360,25678;2401039872,25801;2401031424,25818;2401033600,25903;2401031168,25911;2401030016,25962;2401038080,25994;2401038720,26249;2401037952,26281;2401034624,26343;2401032576,26444;2401032064,26522;2401038336,26534;2401037824,26613;2401030656,26915;2401032448,26966;2401037056,26968;2401037184,27054;2401038848,27171;2401036160,27174;2401035136,27297;2401035264,27346;2401038464,27545;2401035904,27547;2401035648,27616;2401036416,28006;2401039616,28304;2401035392,28553;2401033856,28632;2401036800,28668;2401032960,29013;2401033216,29416;2401038592,29450;2401039488,29517;2401031936,29606;2401037312,29610
2401036545,20009;2401032833,20070;2401036161,20110;2401030017,20215;2401038721,20298;2401039361,20320;2401033217,20388;2401035905,20420;2401031041,20484;2401039873,20653;2401031169,20971;2401030145,21592;2401032577,21680;2401033473,21700;2401035521,21837;2401032321,22100;2401034369,22223;2401037953,22239;2401037441,22367;2401036289,22429;2401035649,22497;2401034753,22655;2401032193,22672;2401030401,22679;2401037185,22768;2401038593,22870;2401032705,23075;2401036929,23304;2401033857,23324;2401035777,23480;2401038465,23550;2401030785,23610;2401033985,23743;2401039617,23893;2401030913,23933;2401033729,23990;2401035265,23992;2401034497,24080;2401037569,24161;2401031809,24189;2401035009,24356;2401037057,24401;2401036673,24622;2401035393,24651;2401039233,24687;2401030273,24948;2401039489,25193;2401033089,25227;2401034881,25543;2401038337,25581;2401037313,25625;2401039105,25675;2401038209,25708;2401032065,25833;2401038081,26074;2401031425,26091;2401038977,26245;2401034241,26330;2401036033,26352;2401035137,26634;2401038849,26775;2401032961,26958;2401033601,26977;2401037825,27078;2401036801,27383;2401036417,27615;2401033345,27853;2401032449,27952;2401030529,28382;2401037697,28466;2401031681,28809;2401039745,28817;2401034625,28834;2401031553,29320;2401030657,29497;2401031297,29568;2401034113,29776;2401031937,29952
2401037698,20038;2401032834,20217;2401036418,20342;2401034754,20414;2401033218,20491;2401038850,20502;2401036674,20682;2401037314,20734;2401038466,21135;2401030146,21315;2401031682,21338;2401034242,21350;2401039362,21353;2401032194,21445;2401034626,21469;2401039490,21492;2401033986,21589;2401033474,21799;2401030402,21808;2401031170,21887;2401033602,21902;2401038082,21987;2401035906,22241;2401032322,22566;2401033090,22835;2401036162,23016;2401032578,23110;2401037826,23315;2401035010,23474;2401034114,23507;2401039746,23578;2401033730,23770;2401035266,24063;2401039234,24155;2401031810,24168;2401037442,24311;2401035778,24869;2401036034,24902;2401035394,24909;2401038210,24956;2401035650,25052;2401030786,25174;2401037954,25234;2401035522,25380;2401030658,25462;2401030274,25654;2401036546,25714;2401037058,25785;2401034498,26106;2401030018,26324;2401038594,26456;2401032450,26649;2401031042,26694;2401030530,26710;2401037570,26762;2401033858,26779;2401032066,26934;2401030914,27007;2401038338,27129;2401038722,27269;2401034370,27579;2401032706,27591;2401032962,27679;2401038978,27756;2401037186,27925;2401035138,27937;2401039106,27944;2401031938,27974;2401036930,28451;2401034882,28545;2401031426,28582;2401031554,28680;2401033346,29325;2401036290,29400;2401039618,29737;2401031298,29801;2401036802,29846;2401039874,29981
2401038467,20108;2401031299,20329;2401035395,20392;2401039107,20706;2401034755,20713;2401033987,20775;2401035651,21096;2401034883,21163;2401037955,21330;2401039747,21335;2401033603,21369;2401034499,21397;2401038083,21453;2401036803,21555;2401032707,21777;2401034371,21878;2401033859,21946;2401037315,21952;2401031427,22549;2401039619,22606;2401031811,22616;2401038595,22683;2401035907,22698;2401032963,22898;2401039491,23026;2401036291,23130;2401036163,23229;2401031555,23337;2401032195,23387;2401036931,23449;2401031939,23493;2401038979,23669;2401037443,23673;2401030147,23845;2401037827,24020;2401035139,24182;2401038211,24255;2401031171,24489;2401032579,24558;2401033347,25257;2401037571,25291;2401037699,25394;2401036675,25431;2401039235,25766;2401030531,25830;2401033219,25958;2401033091,25964;2401037187,26002;2401030787,26154;2401036419,26338;2401039875,26358;2401030275,26409;2401038851,26479;2401032067,26672;2401036035,26782;2401037059,26952;2401032835,27178;2401031043,27518;2401032451,27593;2401030915,27687;2401030403,27812;2401030659,27941;2401034627,28051;2401035267,28073;2401035523,28159;2401035779,28407;2401039363,28549;2401038339,28652;2401030019,28783;2401034243,28831;2401033475,28873;2401035011,29137;2401032323,29181;2401034115,29305;2401036547,29313;2401033731,29500;2401038723,29639;2401031683,29925
2401030148,20018;2401032580,20179;2401032068,20203;2401036932,20226;2401030916,21432;2401030788,21508;2401039236,21659;2401032836,21668;2401033476,21929;2401035012,22146;2401033988,22217;2401033860,22291;2401037316,22357;2401032452,22360;2401036036,22394;2401037956,22440;2401036164,22458;2401034372,22469;2401030532,22584;2401038852,22624;2401030404,22686;2401037188,22770;2401033732,22842;2401030276,22981;2401031300,23022;2401030020,23095;2401031044,23424;2401034244,23432;2401034500,23779;2401031940,23834;2401038340,23958;2401031172,24003;2401032324,24202;2401039108,24329;2401036804,24359;2401035140,24471;2401039364,24599;2401034628,24610;2401035396,24675;2401037828,24792;2401034116,24872;2401030660,24906;2401033092,24912;2401038724,25011;2401033220,25017;2401037444,25358;2401035268,25563;2401034756,25941;2401031428,25989;2401038084,26134;2401033348,26374;2401039748,26385;2401038980,26399;2401033604,27045;2401038596,27159;2401039620,27169;2401036676,27188;2401032708,27264;2401037700,27436;2401035780,27443;2401038212,27513;2401036420,27565;2401036548,27682;2401035524,28055;2401035908,28201;2401035652,28203;2401034884,28311;2401032964,28532;2401039876,28729;2401031684,28829;2401032196,28887;2401039492,29184;2401036292,29354;2401037060,29510;2401031556,29543;2401031812,29564;2401038468,29584;2401037572,29620
2401032069,20051;2401036037,20340;2401038981,20471;2401031685,20868;2401037061,20872;2401030277,21070;2401038725,21207;2401030405,21360;2401030021,21447;2401037829,21644;2401039109,21679;2401038085,22018;2401034885,22022;2401037573,22221;2401036165,22452;2401032965,22659;2401030661,22693;2401032453,22810;2401031429,23094;2401039877,23111;2401031173,23184;2401030789,23186;2401032837,23348;2401038469,23463;2401034629,23577;2401032581,23595;2401030917,23650;2401032197,23953;2401033861,24097;2401030149,24127;2401038853,24143;2401037317,24309;2401034373,24350;2401033477,24389;2401030533,24491;2401033733,24692;2401033605,24753;2401032325,24822;2401035525,24930;2401039365,25044;2401033093,25096;2401031045,25100;2401034117,25189;2401031813,25349;2401033349,25406;2401039621,25474;2401034757,25525;2401038341,25815;2401035909,25874;2401035781,25940;2401031557,25960;2401036421,25979;2401036677,26049;2401034245,26169;2401039749,26260;2401036805,26408;2401035013,26669;2401035653,26871;2401031941,26983;2401033221,27151;2401031301,27271;2401039237,27598;2401037445,27604;2401034501,27784;2401036549,28032;2401038597,28191;2401035141,28343;2401033989,28420;2401037957,28617;2401036933,28662;2401035397,28930;2401037189,28939;2401036293,28997;2401035269,29442;2401038213,29627;2401032709,29672;2401039493,29691;2401037701,29877
2401030918,20220;2401031046,20238;2401035654,20300;2401036806,20330;2401034374,20335;2401038342,20574;2401030022,20708;2401036934,20756;2401037702,20793;2401039366,21027;2401031942,21071;2401031686,21177;2401032838,21357;2401034758,21520;2401030662,21766;2401035270,21973;2401031174,22514;2401037830,22615;2401039238,22664;2401035782,22726;2401039622,23203;2401031430,23309;2401030406,23372;2401030534,23543;2401030278,23842;2401039494,23934;2401031558,24132;2401038726,24153;2401037958,24250;2401036678,24402;2401033606,24437;2401033222,24667;2401038086,24739;2401038854,24836;2401036422,24853;2401036294,25149;2401031302,25277;2401035910,25456;2401033990,25669;2401032710,25739;2401032582,26241;2401038470,26307;2401036166,26331;2401032326,26379;2401030790,26432;2401039750,26518;2401037190,26527;2401037062,26541;2401033734,26734;2401037318,26901;2401034886,26909;2401038982,27200;2401035526,27312;2401039878,27363;2401036550,27424;2401034118,27546;2401035142,27645;2401032070,27841;2401033478,28129;2401031814,28404;2401034246,28490;2401033094,28567;2401034502,28616;2401033862,28699;2401032966,28771;2401037574,28913;2401037446,28934;2401034630,29074;2401032198,29261;2401036038,29336;2401033350,29421;2401032454,29437;2401039110,29438;2401030150,29446;2401035014,29679;2401035398,29879;2401038214,29939;2401038598,29987
2401038727,20025;2401030663,20181;2401030279,20190;2401036551,20295;2401037191,20344;2401038983,20558;2401034759,20773;2401033991,21244;2401033607,21303;2401035527,21381;2401039239,21511;2401036807,21899;2401033479,21912;2401031815,21974;2401031303,22010;2401035015,22199;2401033095,22220;2401035271,22257;2401032967,22314;2401037831,22376;2401037319,22385;2401034247,22410;2401036039,22418;2401036679,22453;2401039879,22725;2401035655,22788;2401039623,22876;2401036295,23020;2401032071,23178;2401030791,23293;2401034119,23554;2401031175,23597;2401030535,23727;2401030151,24088;2401034503,24100;2401033863,24391;2401031559,24411;2401036935,24487;2401033735,24625;2401038471,24659;2401037447,24660;2401032455,24775;2401031687,24894;2401039367,25128;2401038087,25264;2401032583,25287;2401036167,25494;2401038343,25683;2401035399,25729;2401037063,25810;2401032199,25922;2401032839,25992;2401039751,26093;2401032327,26147;2401030023,26376;2401031943,26491;2401033351,26495;2401039111,26751;2401030407,26764;2401035143,27206;2401034375,27336;2401031047,27450;2401034631,27470;2401031431,27641;2401038215,27670;2401030919,27809;2401032711,27827;2401037575,27929;2401038599,28018;2401035783,28170;2401034887,28196;2401035911,28671;2401036423,28732;2401038855,28794;2401033223,28994;2401037703,29195;2401039495,29366;2401037959,29465
2401036040,20107;2401036424,20116;2401035144,20174;2401037064,20185;2401038600,20192;2401038216,20353;2401031688,20668;2401034504,20692;2401036680,21031;2401032840,21128;2401037960,21329;2401031176,21409;2401030536,21519;2401033224,21646;2401038344,21896;2401035656,22079;2401032712,22256;2401033864,22306;2401033480,22511;2401030920,22516;2401035528,22561;2401038856,22585;2401034120,22818;2401036808,22913;2401031944,22976;2401039240,23642;2401039368,23683;2401039880,23767;2401031560,23850;2401033096,24031;2401032328,24038;2401031048,24211;2401038984,24454;2401030152,24672;2401038472,24747;2401036936,24795;2401037704,24801;2401038728,25116;2401034760,25118;2401030664,25140;2401030024,25202;2401035016,25348;2401036552,25376;2401036168,25520;2401037448,25703;2401031816,26019;2401035784,26051;2401034376,26082;2401035272,26223;2401039624,26278;2401038088,26517;2401034248,26583;2401034888,27557;2401030408,27597;2401037192,27606;2401031304,27629;2401032968,27745;2401035912,27803;2401034632,27855;2401033736,27868;2401032200,27956;2401037832,27968;2401037576,28021;2401033608,28076;2401039752,28425;2401039496,28501;2401039112,28556;2401032584,28624;2401030280,28750;2401033992,28782;2401036296,28877;2401035400,29348;2401031432,29547;2401032456,29557;2401033352,29586;2401037320,29827;2401030792,29934;2401032072,29988
2401037577,20042;2401031433,20126;2401030025,20567;2401032457,20652;2401030409,20727;2401037833,20873;2401035913,20958;2401030921,21020;2401038345,21254;2401032073,21255;2401038985,21416;2401037065,21527;2401038729,21640;2401034505,21722;2401032201,21820;2401030537,21848;2401031561,21857;2401035785,22087;2401039113,22396;2401038601,22674;2401033609,22758;2401036297,22978;2401036169,23164;2401035657,23232;2401037449,23288;2401031945,23376;2401033353,23591;2401033481,23633;2401038473,23675;2401038217,23736;2401039625,23821;2401031177,23852;2401034761,23944;2401032585,24070;2401031817,24075;2401034889,24556;2401034121,24762;2401033865,24798;2401033097,24876;2401031049,25018;2401039881,25024;2401038089,25079;2401036425,25187;2401038857,25377;2401039497,25728;2401037961,25747;2401036041,25914;2401033993,26335;2401034633,26601;2401033737,26638;2401036681,26648;2401033225,26651;2401030793,26797;2401032969,26927;2401032841,27155;2401036937,27185;2401034377,27238;2401030665,27256;2401034249,27478;2401039241,27532;2401030153,27699;2401037193,27720;2401037321,28042;2401035273,28354;2401036553,28423;2401037705,28540;2401035145,28551;2401030281,28587;2401031305,28747;2401032713,28762;2401031689,28814;2401035401,28893;2401036809,29127;2401039753,29188;2401035017,29312;2401039369,29592;2401032329,29636;2401035529,29811
